"CAL_GRL_TMP_P2_AV","CAL_GRL_TMP_P2_MN","CAL_GRL_TMP_P2_MX","CAL_GRL_TMP_P2_SD","CAL_GRL_TMP_P3_AV","CAL_GRL_TMP_P3_MN","CAL_GRL_TMP_P3_MX","CAL_GRL_TMP_P3_SD","CAL_Z02_TMP_AV","CAL_Z02_TMP_MN","CAL_Z02_TMP_MX","CAL_Z02_TMP_SD","CAL_Z04_TMP_AV","CAL_Z04_TMP_MN","CAL_Z04_TMP_MX","CAL_Z04_TMP_SD","CAL_Z06_TMP_AV","CAL_Z06_TMP_MN","CAL_Z06_TMP_MX","CAL_Z06_TMP_SD","CAL_Z08_TMP_AV","CAL_Z08_TMP_MN","CAL_Z08_TMP_MX","CAL_Z08_TMP_SD","ENL_GRL_TMP_P4_AV","ENL_GRL_TMP_P4_CAP","ENL_GRL_TMP_P4_MN","ENL_GRL_TMP_P4_MX","ENL_GRL_TMP_P4_SD","ENR_GRL_SPD_AV","ENR_GRL_SPD_MN","ENR_GRL_TMP_P8_AV","ENR_GRL_TMP_P8_MN","ENR_GRL_TMP_P8_MX","ENR_GRL_TMP_P8_SD","ENR_Z03_CON_AV","ENR_Z03_CON_H2_AV","ENR_Z03_CON_H2_MN","ENR_Z03_CON_H2_MX","ENR_Z03_CON_H2_SD","ENR_Z03_CON_MN","ENR_Z03_CON_MX","IGU_GRL_CON_CH2_AV","IGU_GRL_CON_H2_AV","IGU_GRL_CON_O2_HNX_AV","IGU_GRL_CON_O2_N2_AV","IGU_GRL_TMP_P11_AV","IGU_GRL_TMP_P11_MN","IGU_GRL_TMP_P11_MX","IGU_GRL_TMP_P11_SD","IGU_TRM_CON_H2_AV","IGU_TRM_CON_O2_AV","IGU_Z01_TMP_AV","IGU_Z01_TMP_MX","IGU_Z02_TMP_AV","IGU_Z02_TMP_MX","IGU_Z03_TMP_AV","IGU_Z03_TMP_MX","MAN_Z09_CON_Z9_10_H2_AV","MAN_Z09_CON_Z9_10_H2_MN","MAN_Z09_CON_Z9_10_H2_MX","MAN_Z09_CON_Z9_10_H2_SD","MAN_Z09_CON_Z9_10_O2_AV","MAN_Z09_CON_Z9_10_O2_MN","MAN_Z09_CON_Z9_10_O2_MX","MAN_Z09_CON_Z9_10_O2_SD","MAN_Z09_TMP_AV","MAN_Z09_TMP_MX","MAN_Z10_TMP_AV","MAN_Z10_TMP_MX","PRO_GRL_SPD_AV","PRO_GRL_SPD_MN","PRO_POT_TMP_AV","PRO_POT_TMP_MN","PRO_POT_TMP_MX","PRO_POT_TMP_SD","ADHERENCIA"
887.101501501502,826.586586586587,859.708108108108,15.2522058586587,741.137937937938,893.373373373373,683.15035035035,8.15572245045045,928.008008008008,946.576576576576,875.784984984985,46.2462157389389,822.114114114114,946.84044044044,773.053053053053,30.3141639327327,1006.05405405405,648.146146146146,937.041441441442,56.3624069189189,943.826226226226,1051.85585585586,1073.85465465465,19.5036661525526,831.410610610611,0,648.910510510511,732.148148148148,24.8871102346346,26.2678678678679,7.35735735735736,417.561561561562,438.378378378378,442,20.6145584,3.13033033033033,3.73653653653654,3.23363363363363,3.7973973973974,0,2.6954954954955,3.54114114114114,4.12012012012012,4.34194194194194,4.01521521521521,1038.09169169169,213.693693693694,184.08008008008,275.601601601602,24.4526734618619,4.5005005005005,4.62382382382382,546.215015015015,531.391391391391,532.73993993994,489.055455455456,521.578378378378,490.38958958959,4.05365365365365,3.8006006006006,4.58538538538539,0,2.73873873873874,2.98378378378378,3.21081081081081,0,936.864064064064,901.511111111111,730.966966966967,921.718518518518,81.7777777777778,74.1541541541542,372.42042042042,512.756756756757,369.722922922923,11.9172125277277,"BUENO"
921.136336336336,831.791791791792,903.56036036036,35.7011232672673,748.466866866867,892.256656656657,683.15035035035,41.3355182942943,916.138138138138,933.291291291291,865.706906906907,4.69844231271271,811.029429429429,931.879079079079,767.027027027027,27.7090565825826,1006.05405405405,651.517517517517,930.936936936937,48.5886658802803,924.206206206206,1025.24124124124,1059.86306306306,40.0586868404404,838.598598598599,0,643.97957957958,762.222222222222,33.639816954955,26.2678678678679,8.40840840840841,423.067867867868,438.378378378378,454.518518518519,11.8659176,3.13033033033033,4.46516116116116,3.23363363363363,4.74674674674675,0.420043894294294,2.6954954954955,3.54114114114114,4.12012012012012,3.25645645645646,4.01521521521521,1038.09169169169,216.542942942943,182.046046046046,294.365965965966,21.503134775976,4.514002002002,4.62382382382382,546.215015015015,533.628828828829,532.73993993994,490.082882882883,522.681081081081,491.41981981982,4.05365365365365,3.8006006006006,4.58538538538539,0,2.73873873873874,2.98378378378378,3.21081081081081,0,934.539339339339,897.081081081081,729.153153153153,917.189189189189,71.5555555555555,23.1731731731732,371.610810810811,511.63963963964,369.722922922923,24.6104329893894,"BUENO"
921.136336336336,831.791791791792,903.56036036036,35.7011232672673,748.466866866867,892.256656656657,683.15035035035,41.3355182942943,916.138138138138,933.291291291291,865.706906906907,4.69844231271271,811.029429429429,931.879079079079,767.027027027027,27.7090565825826,1006.05405405405,651.517517517517,930.936936936937,48.5886658802803,924.206206206206,1025.24124124124,1059.86306306306,40.0586868404404,838.598598598599,0,643.97957957958,762.222222222222,33.639816954955,26.2678678678679,8.40840840840841,423.067867867868,438.378378378378,454.518518518519,11.8659176,3.13033033033033,4.46516116116116,3.23363363363363,4.74674674674675,0.420043894294294,2.6954954954955,3.54114114114114,4.12012012012012,3.25645645645646,4.01521521521521,1038.09169169169,216.542942942943,182.046046046046,294.365965965966,21.503134775976,4.514002002002,4.62382382382382,546.215015015015,533.628828828829,532.73993993994,490.082882882883,522.681081081081,491.41981981982,4.05365365365365,3.8006006006006,4.58538538538539,0,2.73873873873874,2.98378378378378,3.21081081081081,0,934.539339339339,897.081081081081,729.153153153153,917.189189189189,71.5555555555555,23.1731731731732,371.610810810811,511.63963963964,369.722922922923,24.6104329893894,"BUENO"
883.807807807808,823.463463463464,879.084684684685,32.7537360256256,735.641241241241,888.906506506507,672.552552552553,21.7379715315315,916.138138138138,937.71971971972,860.667867867868,27.9593866058058,811.953153153153,936.153753753754,762.722722722723,2.65770631511512,1000.10810810811,648.146146146146,930.936936936937,50.2657006414414,922.140940940941,1028.71271271271,1051.7013013013,22.1296656584585,831.410610610611,0,649.896696696697,738.37037037037,35.4513939543544,27.4618618618619,10.5105105105105,422.15015015015,439.352552552553,454.518518518519,22.992172,3.13033033033033,4.67067067067067,4.04204204204204,4.74674674674675,0,2.6954954954955,3.54114114114114,4.12012012012012,4.34194194194194,4.01521521521521,1038.09169169169,220.341941941942,183.063063063063,289.674874874875,17.760493403003,4.5005005005005,4.62382382382382,546.215015015015,533.628828828829,533.863863863864,490.082882882883,522.681081081081,492.45005005005,4.05365365365365,3.8006006006006,4.58538538538539,0,2.73873873873874,2.98378378378378,3.21081081081081,0,933.376976976977,897.081081081081,728.246246246246,917.189189189189,77.6888888888889,37.0770770770771,371.610810810811,512.756756756757,368.920920920921,18.8427687259259,"BUENO"
883.807807807808,823.463463463464,879.084684684685,32.7537360256256,735.641241241241,888.906506506507,672.552552552553,21.7379715315315,916.138138138138,937.71971971972,860.667867867868,27.9593866058058,811.953153153153,936.153753753754,762.722722722723,2.65770631511512,1000.10810810811,648.146146146146,930.936936936937,50.2657006414414,922.140940940941,1028.71271271271,1051.7013013013,22.1296656584585,831.410610610611,0,649.896696696697,738.37037037037,35.4513939543544,27.4618618618619,10.5105105105105,422.15015015015,439.352552552553,454.518518518519,22.992172,3.13033033033033,4.67067067067067,4.04204204204204,4.74674674674675,0,2.6954954954955,3.54114114114114,4.12012012012012,4.34194194194194,4.01521521521521,1038.09169169169,220.341941941942,183.063063063063,289.674874874875,17.760493403003,4.5005005005005,4.62382382382382,546.215015015015,533.628828828829,533.863863863864,490.082882882883,522.681081081081,492.45005005005,4.05365365365365,3.8006006006006,4.58538538538539,0,2.73873873873874,2.98378378378378,3.21081081081081,0,933.376976976977,897.081081081081,728.246246246246,917.189189189189,77.6888888888889,37.0770770770771,371.610810810811,512.756756756757,368.920920920921,18.8427687259259,"BUENO"
902.472072072072,824.504504504505,851.54954954955,5.48761188588589,752.131331331331,897.84024024024,680.704704704705,31.5211025825826,916.138138138138,932.184184184184,866.714714714715,25.2505096776777,797.173573573574,920.123723723724,750.670670670671,28.685992954955,997.72972972973,648.146146146146,930.936936936937,52.2350031423423,910.781981981982,998.626626626626,1061.02902902903,40.103769551952,835.004604604605,0,676.523723723724,734.222222222222,28.0785347419419,38.2078078078078,28.3783783783784,423.985585585586,447.145945945946,448.740740740741,21.391588,3.13033033033033,3.73653653653654,3.23363363363363,3.7973973973974,0,2.6954954954955,3.54114114114114,3.2960960960961,4.34194194194194,4.01521521521521,1038.09169169169,209.894694694695,216.624624624625,268.564964964965,21.7083507195195,4.5005005005005,4.62382382382382,546.215015015015,532.51011011011,533.863863863864,490.082882882883,522.681081081081,490.38958958959,3.04024024024024,2.85045045045045,3.43903903903904,0,3.65165165165165,3.97837837837838,4.28108108108108,0,950.812412412412,912.586186186186,741.84984984985,931.909509509509,117.555555555556,106.596596596597,371.610810810811,512.756756756757,368.920920920921,19.3890498974975,"BUENO"
901.374174174174,832.832832832833,846.45045045045,23.7937198690691,746.634634634635,898.956956956957,667.661261261261,39.8331435675676,921.533533533533,941.041041041041,865.706906906907,20.2248212372372,816.571771771772,935.085085085085,765.305305305305,13.3150802486486,1006.05405405405,639.717717717718,931.954354354354,60.9487063527527,925.238838838839,1034.4984984985,1048.2034034034,14.9390739307307,842.192592592593,0,690.33033033033,736.296296296296,19.6092940188188,38.2078078078078,32.5825825825826,426.738738738739,447.145945945946,452.592592592593,12.6237872,3.13033033033033,3.73653653653654,3.23363363363363,3.7973973973974,0,2.6954954954955,3.54114114114114,3.2960960960961,4.34194194194194,3.01141141141141,1038.09169169169,197.547947947948,211.53953953954,243.936736736737,0,3.37537537537538,5.77977977977978,545.062662662663,532.51011011011,531.616016016016,488.028028028028,521.578378378378,489.359359359359,3.70716254054054,2.85045045045045,4.58538538538539,0.500811562762763,2.73873873873874,2.98378378378378,3.21081081081081,0,948.487687687688,908.156156156156,740.036036036036,928.512512512512,103.244444444444,89.9119119119119,372.42042042042,513.873873873874,368.920920920921,0,"BUENO"
902.472072072072,831.791791791792,846.45045045045,30.1818658062062,746.634634634635,909.007407407407,667.661261261261,26.2433958678679,920.454454454454,943.255255255255,863.691291291291,33.301080755956,816.571771771772,943.634434434434,765.305305305305,28.2267905857858,1006.05405405405,639.717717717718,931.954354354354,60.9487063527527,924.206206206206,1034.4984984985,1048.2034034034,25.7527280544545,839.796596596597,0,688.357957957958,732.148148148148,36.3144349129129,39.4018018018018,33.6336336336336,428.574174174174,452.016816816817,453.555555555556,11.509996,3.13033033033033,3.70851251251251,2.42522522522523,3.7973973973974,0.0692862966966967,2.6954954954955,3.54114114114114,3.2960960960961,4.34194194194194,4.01521521521521,1038.09169169169,197.547947947948,211.53953953954,243.936736736737,0,3.37537537537538,5.77977977977978,546.215015015015,532.51011011011,531.616016016016,489.055455455456,521.578378378378,489.359359359359,3.37686982742743,2.85045045045045,4.58538538538539,0.490390547747748,2.73873873873874,2.98378378378378,3.21081081081081,0,946.162962962963,905.941141141141,738.222222222222,926.247847847848,106.311111111111,92.6926926926927,372.42042042042,513.873873873874,368.920920920921,0,"BUENO"
924.43003003003,821.381381381381,890.302702702703,34.0165551671672,755.795795795796,892.256656656657,685.595995995996,30.1734183543544,925.84984984985,942.148148148148,876.792792792793,39.8350147307307,825.809009009009,946.84044044044,779.93993993994,25.1992013901902,978.702702702703,622.860860860861,930.936936936937,66.62211282002,929.369369369369,1026.3983983984,1069.19079079079,16.8437985305305,839.796596596597,0,646.938138138138,747.703703703704,23.1964683827828,33.4318318318318,19.96996996997,421.232432432432,435.455855855856,448.740740740741,18.7616624,3.13033033033033,3.73653653653654,3.23363363363363,3.7973973973974,0,2.6954954954955,3.54114114114114,3.2960960960961,4.34194194194194,3.01141141141141,1038.09169169169,207.045445445445,184.08008008008,266.219419419419,7.11844809009009,3.51157514714715,4.62382382382382,546.215015015015,533.628828828829,532.73993993994,490.082882882883,522.681081081081,490.38958958959,3.04024024024024,2.85045045045045,3.43903903903904,0,2.73873873873874,2.98378378378378,3.21081081081081,0,940.351151151151,907.048648648649,733.687687687688,927.38018018018,81.7777777777778,51.9079079079079,371.610810810811,512.756756756757,369.722922922923,34.8044086542543,"BUENO"
868.437237237237,785.985985985986,814.836036036036,27.0651115711712,775.95035035035,893.373373373373,698.639439439439,9.26910251051051,935.561561561561,946.576576576576,880.824024024024,20.6693749837838,836.893693693694,961.801801801802,784.244244244244,27.4786742086086,970.378378378378,551.219219219219,935.006606606607,74.8160760136136,939.695695695696,1047.22722722723,1066.85885885886,33.2964179435435,831.410610610611,0,667.648048048048,744.592592592592,29.0275535555555,32.2378378378378,22.0720720720721,420.314714714715,442.275075075075,461.259259259259,7.8383672,3.13033033033033,3.73653653653654,3.23363363363363,3.7973973973974,0,2.6954954954955,3.54114114114114,3.2960960960961,4.34194194194194,4.01521521521521,1038.09169169169,207.045445445445,205.437437437437,289.674874874875,10.6776726978979,4.33173173173173,4.62382382382382,545.062662662663,534.747547547547,530.492092092092,491.11031031031,521.578378378378,492.45005005005,3.04024024024024,2.85045045045045,3.43903903903904,0,2.73873873873874,2.98378378378378,3.21081081081081,0,1006.60580580581,972.391591591592,783.567567567568,991.923123123123,82.8,62.1041041041041,372.42042042042,513.873873873874,370.524924924925,29.2387522434434,"BUENO"
