@relation DATOS_HORNO_ENTRENA

@attribute CODBOB numeric
@attribute CLASACERO {B011F97,B100F55,K011F57,B102G33,B100F33,B085G99,C107G55,D071F55,B085F97,B102G55,B012F53,B105F55,B011B99,D094B33,C115G55,D012G99,C116G55,D012F55,B120G55,C114G55,K011B55,B025F55,B016F35,B013B55,B103G55,B103G33,D032F55,D031B33,B101F55,D094G55,B012F55,B081B99,B014F53,B012B97,X100G99,K021H53,B044H53,N013H53,B042H53,B023H53,K022H53,N017B97,B013C55,B032H53,K021H43,B100B95}
@attribute ANCHO numeric
@attribute ESPESOR numeric
@attribute LARGO numeric
@attribute PESO numeric
@attribute VELMED numeric
@attribute TMPP1 numeric
@attribute TMPP2 numeric
@attribute TMPP2CNG numeric
@attribute THC1 numeric
@attribute THC3 numeric
@attribute THC5 numeric

@data
23353062,B105F55,1445,1.27,1409,20590,85,255,824,825,842,882,905
23353063,B100F55,1445,1.27,1458,21000,85,250,826,825,843,883,905
23353064,B100F55,1445,1.27,1627,23710,85,258,824,825,841,881,903
23353065,B105F55,1445,1.27,1410,20450,85,262,825,825,842,882,903
23353066,B105F55,1445,1.27,1391,20320,85,252,821,825,842,882,905
23353067,B105F55,1445,1.27,1393,20060,85,250,826,825,843,883,907
23353068,B105F55,1445,1.27,1379,20170,85,252,822,825,843,883,906
23353069,B100F55,1445,1.27,1662,24260,85,242,826,825,844,884,907
23353070,B100F55,1445,1.27,1680,24350,85,261,834,825,841,880,900
23353071,B101F55,1475,1.47,1026,17230,56,260,827,825,826,856,872
23353072,B100F55,1475,1.47,1069,18060,60,255,825,825,832,862,880
23353073,B100F55,1475,1.47,1024,17200,63,261,828,825,836,866,881
23353074,B100F55,1500,1.47,1483,25850,68,262,830,825,835,874,890
23363001,B100F55,1500,1.47,1450,25270,71,243,820,825,837,877,895
23363002,B100F55,1510,1.47,1494,26100,70,242,820,825,842,876,896
23363003,B100F55,1510,1.47,1491,26060,70,243,825,825,846,876,899
23363004,B100F55,1510,1.47,1457,25500,67,243,831,825,845,875,897
23363005,B100F55,1510,1.47,1440,25230,70,243,824,825,846,876,897
23363006,B100F55,1510,1.47,1416,24810,70,243,825,825,846,876,898
23363007,B100F55,1510,1.47,1453,25500,70,243,826,825,848,878,900
23363008,B100F55,1510,1.47,1456,25540,70,252,827,825,848,878,896
23363009,B100F55,1510,1.47,1473,25850,70,263,828,825,845,875,892
23363010,B100F55,1510,1.47,1481,25990,70,243,820,825,845,875,892
23363011,B100F55,1510,1.47,1501,25970,70,261,828,825,847,877,894
23363012,B100F55,1510,1.47,1464,25670,70,252,824,825,846,876,892
23363013,B100F55,1510,1.47,1452,25460,70,251,824,825,847,877,893
23363014,B100F55,1510,1.47,1485,26010,70,261,828,825,845,875,891
23363015,B100F55,1510,1.47,1483,25690,70,261,822,825,845,875,891
23363016,B100F55,1470,1.47,1488,26300,70,241,824,825,848,878,897
23363017,B100F55,1500,1.47,1476,26140,70,243,825,825,848,878,897
23363018,B100F55,1500,1.47,1486,25870,70,243,825,825,848,878,896
23363019,D031B33,1510,1.47,867,15170,70,257,826,825,849,879,896
23363020,D031B33,1510,1.47,1169,20260,66,258,824,827,844,874,892
23363021,D031B33,1510,1.47,1154,20060,65,257,827,830,846,876,895
23363022,D031B33,1510,1.47,1130,19600,65,257,830,830,847,877,898
23363023,D031B33,1510,1.47,1149,19970,65,255,831,835,848,878,900
23363024,D031B33,1510,1.47,1126,19560,65,256,834,835,849,879,903
23363025,D031B33,1510,1.47,1112,19330,65,256,835,835,850,880,903
23363026,D031B33,1510,1.47,984,17090,65,264,846,841,844,878,899
23363028,D031B33,1510,1.47,849,14690,58,290,843,850,828,865,885
23363029,D031B33,1510,1.47,1140,19760,47,275,842,850,831,860,884
23363030,D031B33,1510,1.47,1115,19690,69,248,815,850,840,875,900
23363031,D031B33,1510,1.47,816,14180,70,266,837,850,840,885,910
23363032,D031B33,1510,1.47,1145,20294,70,262,840,850,842,889,914
23363033,D031B33,1510,1.47,1126,19550,70,263,845,843,843,890,915
23363034,B100F55,1525,1.47,1289,22690,70,239,827,825,840,877,898
23363035,B100F55,1400,1.47,863,18480,70,262,830,825,844,874,895
23363036,B100F55,1400,1.47,533,18380,70,253,824,825,843,873,891
23363038,B100F55,1400,1.47,822,18430,65,260,828,825,834,864,883
23363039,B100F55,1400,1.47,483,19800,65,250,822,825,833,863,881
23363040,B100F55,1400,1.47,856,18370,61,252,832,825,831,861,880
23363041,B100F55,1400,1.47,552,18410,58,251,824,825,828,858,873
23363043,B100F55,1400,1.47,739,18420,60,262,828,825,828,858,873
23363044,B100F55,1400,1.47,444,18390,60,261,828,825,828,858,873
23363046,B100F55,1400,1.47,763,19250,55,262,831,825,832,855,870
23363047,B100F55,1400,1.47,400,19260,60,262,823,825,835,855,870
23363048,B100F55,1445,1.27,1636,23730,76,256,823,825,839,869,885
23363049,B100F55,1445,1.27,1047,15180,82,254,821,825,848,878,896
23363050,B100F55,1445,1.27,540,9340,85,253,818,825,848,878,896
23363051,B100F55,1445,1.27,1586,22980,85,258,825,825,850,880,900
23363052,B100F55,1445,1.27,1401,20210,85,264,826,825,849,879,898
23363053,B105F55,1445,1.27,1428,20540,85,253,824,825,849,879,898
23363054,B105F55,1445,1.27,1423,20440,85,248,822,825,850,880,899
23363055,B100F55,1445,1.27,1689,24510,85,262,827,825,848,879,898
23363056,B100F55,1445,1.27,1668,24140,88,256,818,825,841,881,901
23363057,B100F55,1445,1.27,1700,24650,88,261,826,825,842,882,905
23363058,B100F55,1445,1.27,1659,24080,88,262,824,825,842,882,903
23363059,B100F55,1445,1.27,1645,23910,88,263,824,825,842,882,903
23363062,D032F55,1325,1.17,775,9430,72,253,832,825,836,873,895
23363063,C114G55,1345,0.97,1847,18980,77,247,833,825,816,846,861
23363064,C114G55,1345,0.97,1812,18650,89,246,825,825,821,846,861
23363065,B105F55,1390,0.86,1466,13620,94,262,837,850,838,866,886
23363069,B105F55,1390,0.86,2030,18920,71,269,849,850,816,848,874
23363070,B105F55,1390,0.86,1494,13910,100,267,846,850,839,869,893
23373001,B105F55,1390,0.86,1950,18340,65,247,832,850,805,835,860
23373002,B105F55,1390,0.86,2143,19870,70,247,839,850,807,837,862
23373003,B105F55,1390,0.86,2166,20170,77,252,855,850,830,860,880
23373004,B105F55,1390,0.86,2191,20390,80,250,850,850,830,860,877
23373005,B105F55,1390,0.86,2181,20330,80,268,851,850,829,859,874
23373006,B105F55,1390,0.86,2177,20220,80,268,849,850,828,858,873
23373007,B105F55,1390,0.86,2190,20340,80,268,849,850,826,856,872
23373008,B105F55,1390,0.86,2200,20440,80,267,848,850,826,856,873
23373009,B105F55,1390,0.86,2189,20390,80,265,849,850,826,856,873
23373010,B105F55,1390,0.86,2200,20410,80,249,848,850,827,857,876
23373011,B105F55,1390,0.86,2194,20410,80,266,851,850,827,857,875
23373012,B105F55,1390,0.86,2150,19970,87,245,848,850,833,863,881
23373013,B105F55,1390,0.86,2080,19350,92,246,848,850,836,866,886
23373014,B105F55,1390,0.86,2074,19270,98,246,850,850,842,872,893
23373015,B105F55,1390,0.86,2123,19760,100,247,843,850,834,864,884
23373021,B105F55,1301,0.7,3529,25180,90,277,853,850,823,852,876
23373022,B102G33,1395,0.61,2792,19060,94,265,826,825,797,828,846
23373023,B102G55,1395,0.61,2651,18020,60,265,825,825,788,818,838
23373024,B100F55,1350,0.67,2351,16810,71,256,829,825,798,828,846
23373025,B100F55,1150,0.67,3523,21630,114,248,823,825,813,843,861
23373026,C114G55,940,0.67,1775,8850,113,240,824,825,808,839,855
23373027,C114G55,940,0.67,1745,8730,118,239,824,825,809,840,856
23373028,C114G55,940,0.67,1750,8710,120,239,812,807,799,829,844
23373029,C114G55,940,0.67,1743,8700,120,237,801,805,797,827,843
23373030,C114G55,940,0.67,1750,8690,120,241,812,812,801,831,846
23373031,C114G55,940,0.67,1773,8830,120,242,820,813,802,832,847
23373032,C114G55,940,0.67,1750,8700,120,238,817,817,805,835,850
23373033,C114G55,940,0.67,1787,8910,120,238,818,818,805,835,851
23373034,C114G55,940,0.67,1786,8870,120,239,818,820,807,837,854
23373035,C114G55,940,0.67,1616,8050,120,239,817,820,807,837,854
23373036,C114G55,940,0.67,1826,9070,121,239,820,820,808,838,856
23373037,C114G55,940,0.67,1696,8450,125,240,819,820,808,838,856
23373038,C114G55,940,0.67,1428,7090,125,242,819,820,808,838,856
23373039,C114G55,940,0.67,2121,10560,126,242,819,820,808,838,856
23373040,C114G55,940,0.67,1826,9070,128,239,819,822,809,839,858
23373041,C114G55,940,0.67,1698,8460,128,239,822,823,809,839,859
23373042,B101F55,950,0.67,2980,15110,124,239,821,825,821,851,873
23373043,B100F55,950,0.67,2186,11060,130,243,827,825,828,858,880
23373044,B100F55,950,0.67,3561,18020,133,241,823,825,827,857,880
23373045,B100F55,950,0.67,3615,18280,137,242,826,825,832,862,885
23373046,B100F55,950,0.67,3604,18200,138,243,825,825,832,862,884
23373047,B100F55,930,0.67,1889,9360,130,254,827,825,830,860,881
23373048,B100F55,930,0.67,1748,8650,138,254,822,825,830,860,881
23373049,B100F55,930,0.67,1875,9290,139,246,823,825,832,862,883
23373050,B100F55,930,0.67,1740,8600,139,246,825,825,832,862,884
23373051,B100F55,930,0.67,1869,9250,139,246,824,825,833,863,886
23373052,B100F55,930,0.67,1742,8600,139,245,826,825,833,863,886
23373053,B100F55,930,0.67,1822,9010,136,247,825,825,833,863,886
23373054,B100F55,930,0.67,1666,8230,139,247,825,825,833,863,886
23373055,B100F55,760,0.67,2594,10490,134,250,822,815,829,859,879
23373056,B102G55,750,0.8,2938,13810,120,256,811,814,825,855,873
23373057,B100F55,930,0.67,1746,8650,118,248,826,825,828,858,877
23373058,B100F55,930,0.67,1605,7950,126,250,825,825,828,858,877
23373059,B100F55,950,0.77,2300,13340,120,248,821,825,829,859,879
23373060,B100F55,950,0.77,2301,13320,122,246,822,825,834,864,886
23373061,B100F55,950,0.77,2282,13220,125,249,822,825,835,865,889
23373062,B100F55,950,0.77,2284,13210,125,252,825,825,836,866,890
23383001,B100F55,950,0.77,2318,13420,125,257,826,825,839,869,892
23383002,B100F55,950,0.77,2312,13360,116,250,835,825,840,870,889
23383003,B011F97,1104,0.801,870,6630,93,256,836,825,835,865,880
23383004,B102G55,1025,0.97,2439,18960,97,253,826,825,836,866,881
23383005,B102G55,1025,0.97,2455,19090,100,255,824,825,837,867,885
23383006,B102G55,1025,0.97,2442,19000,100,254,824,825,838,868,886
23383007,B102G55,1025,0.97,2406,18710,100,255,827,825,840,870,888
23383008,K011F57,1025,1.17,1682,16030,82,255,820,825,843,873,890
23383009,B100F55,1180,1.17,1904,20970,84,259,828,825,846,876,893
23383010,K011F57,1025,1.17,2036,19310,85,253,819,825,848,878,896
23383011,B100F55,860,1.17,1354,10830,85,258,830,825,849,879,897
23383012,B100F55,860,1.17,1776,14130,85,258,825,825,847,877,894
23383013,B100F55,860,1.17,1762,14060,85,256,825,825,846,876,893
23383014,B100F55,860,1.17,1284,10200,85,257,824,825,847,877,893
23383015,B101F55,860,1.17,1547,12400,85,255,825,825,847,877,894
23383016,B100F55,860,1.17,1784,14220,85,259,826,825,846,876,892
23383017,B101F55,860,1.17,1564,12530,85,258,825,825,846,876,892
23383018,B100F55,860,1.17,1880,14960,85,260,825,819,846,876,891
23383019,D094G55,775,1.37,1677,14030,86,254,804,800,847,877,895
23383020,D094G55,775,1.37,1688,14120,85,254,800,800,848,878,895
23383021,D094G55,775,1.37,1670,13970,84,256,802,800,846,876,892
23383022,D094G55,775,1.37,1720,14380,85,247,795,800,847,877,894
23383023,D094G55,775,1.37,1676,14040,85,248,800,800,849,879,898
23383024,D094G55,775,1.37,1714,14330,85,247,799,800,849,879,898
23383025,D094G55,775,1.37,1701,14750,85,247,800,800,849,879,899
23383026,D094G55,775,1.37,1731,14960,85,247,798,800,849,879,899
23383027,D094G55,775,1.37,1743,14570,85,247,800,800,849,879,900
23383028,D094G55,775,1.37,1466,12230,85,248,807,800,850,880,900
23383029,D094G55,775,1.37,1713,14320,74,251,812,800,845,875,891
23383030,K011F57,968,1.2,1952,17670,94,250,794,800,850,881,899
23383031,B102G33,1095,1.17,1636,16730,108,256,778,775,842,875,894
23383032,B102G55,1095,1.17,2004,20460,110,251,784,782,851,881,898
23383033,C114G55,1076,1.47,1485,18500,78,232,825,818,857,887,904
23383034,D012G99,1020,1.75,1350,18860,67,236,795,765,854,884,899
23383035,D012G99,1020,1.75,1220,17090,76,235,768,765,854,884,899
23383036,D012G99,1020,1.75,1115,15600,78,233,763,765,857,887,902
23383037,D012F55,845,1.77,1307,15500,78,242,771,765,860,890,906
23383038,D012F55,845,1.77,1297,15410,76,250,771,765,860,890,905
23383039,D012F55,845,1.77,1299,15840,78,251,799,765,860,890,905
23383040,D012F55,845,1.77,1249,15300,60,248,795,765,860,890,905
23383041,D012F55,845,1.77,994,12200,74,250,774,781,861,891,907
23383043,K011F57,800,2,675,8340,54,240,842,800,854,885,907
23383044,B100F55,1004,1.51,1045,12210,57,235,847,825,854,884,899
23383047,B105F55,1115,1.2,700,7410,47,280,843,850,806,839,860
23383048,B105F55,1115,1.2,1243,12870,58,251,841,840,818,845,867
23383049,B105F55,1115,1.2,816,8430,48,251,832,840,818,845,867
23383050,B102G33,1025,0.97,2451,19270,61,277,831,825,808,838,854
23383051,B102G55,1025,0.97,2450,19140,87,265,824,825,823,853,869
23383052,B102G55,1025,0.97,2298,17840,107,280,828,825,837,867,882
23383053,B102G55,1025,0.97,2496,19430,115,281,818,825,840,870,888
23383054,B102G55,1025,0.97,2343,18210,116,281,824,828,845,875,898
23383055,B102G55,1025,0.97,2458,19100,109,268,831,828,845,875,898
23383056,B102G33,1025,0.97,2279,17910,110,278,827,828,839,870,889
23383057,C114G55,1077,1.17,2132,21060,103,264,825,828,847,878,908
23383058,B100F55,1000,1.49,1562,18080,82,268,833,828,855,885,916
23383059,B100F55,975,1.95,901,13340,66,252,824,826,855,885,918
23383060,B100F55,975,1.95,946,14090,65,256,821,825,861,891,923
23383061,B100F55,975,1.95,951,14090,65,265,827,825,863,893,925
23383062,B100F55,975,1.95,932,13970,64,272,827,825,861,891,922
23383063,B100F55,975,1.95,937,14000,65,270,823,825,861,891,922
23383064,B100F55,975,1.95,935,13920,66,272,816,817,861,891,922
23383065,D071F55,850,1.47,1662,16170,86,274,809,808,860,890,920
23383066,D071F55,850,1.47,1357,13180,90,278,805,808,861,891,923
23383067,D071F55,850,1.47,1655,16070,90,276,808,806,862,892,923
23383068,D071F55,850,1.47,1632,15870,90,278,805,805,860,890,920
23383069,D071F55,850,1.47,1665,16230,90,276,805,805,860,890,920
23383070,D071F55,850,1.47,1620,15790,90,275,805,805,860,890,920
23383071,D071F55,850,1.47,1649,16080,90,278,804,805,860,890,920
23383072,D071F55,850,1.47,1619,15810,90,278,799,803,860,890,913
23383073,D071F55,850,1.47,1648,16120,89,278,803,803,863,893,916
23393001,D071F55,850,1.47,1612,16040,90,274,799,800,863,893,916
23393002,D071F55,850,1.47,1623,16080,85,275,797,800,855,885,908
23393003,D071F55,850,1.47,1611,15970,84,273,807,812,856,886,911
23393004,B100F55,820,1.47,673,6510,75,300,825,825,840,870,892
23393005,B100F55,820,1.47,396,3750,76,300,818,825,840,870,892
23393006,B100F55,820,1.47,1039,9940,40,298,830,825,807,838,856
23393007,B100F55,820,1.47,1061,10090,53,283,817,825,824,843,860
23393008,B100F55,820,1.47,1058,9980,71,289,830,825,856,879,899
23393009,B100F55,820,1.47,1067,10170,77,283,836,825,868,897,914
23393010,B100F55,895,1.17,1711,14120,87,292,842,825,858,889,903
23393011,C114G55,1077,1.17,2112,21000,88,274,850,825,860,890,905
23393012,C114G55,1120,0.87,1879,14260,94,269,848,825,828,860,877
23393013,K011B55,1250,0.6,3893,21990,119,257,808,800,795,826,827
23393014,B012F53,1250,0.6,3756,22160,129,250,807,806,804,834,849
23393015,K011B55,1250,0.6,3662,21270,130,259,818,815,810,840,856
23393016,B012F53,1250,0.6,3672,21420,130,252,819,815,810,840,855
23393017,B012F53,1250,0.6,3748,21580,130,258,814,815,810,840,855
23393018,B012F53,1250,0.6,3488,20340,130,250,822,815,810,840,855
23393019,B012F53,1250,0.6,3746,21740,130,240,815,815,810,840,855
23393020,B012F53,1250,0.6,3697,21600,130,246,815,815,810,840,855
23393021,B016F35,1250,0.5,3998,19370,134,244,817,810,803,837,852
23393022,B012F53,1250,0.5,4604,22430,134,247,819,817,803,835,852
23393023,B025F55,1250,0.5,3572,17500,129,255,812,788,786,816,832
23393024,B012F53,1250,0.5,4571,22390,108,235,750,750,729,763,779
23393025,B012F53,1250,0.5,4537,22180,107,232,751,750,732,762,778
23393026,B012F53,1250,0.5,4522,22350,109,240,748,750,732,762,779
23393027,B012F53,1250,0.5,4567,22330,110,232,750,750,732,762,779
23393028,B012F53,1250,0.5,4511,22200,104,231,747,750,728,758,776
23393029,B012F53,1250,0.5,4371,21360,76,234,749,745,719,749,770
23393030,B085G99,1070,0.45,5339,20500,101,213,730,725,705,735,752
23393031,B085F97,1070,0.45,4120,15820,135,211,729,725,716,746,761
23403001,B085G99,1070,0.45,5492,21060,135,213,728,725,715,745,760
23403002,B085G99,1070,0.45,5517,21200,135,210,727,725,715,745,760
23403003,B085G99,1070,0.45,5515,21160,135,210,727,725,715,745,760
23403004,B085F97,1070,0.45,4060,15590,135,211,727,725,715,745,760
23403005,B085F97,1070,0.45,3852,14770,135,210,729,725,715,745,760
23403006,B085G99,1070,0.45,5523,21210,135,210,728,725,715,745,760
23403007,B085F97,1070,0.45,4756,18270,135,209,729,725,715,745,760
23403008,B085G99,1070,0.45,5454,20980,135,212,727,725,715,745,760
23403009,B085G99,1070,0.45,5516,21150,135,214,731,725,715,745,760
23403010,B085G99,1220,0.45,5442,24020,135,212,734,725,715,745,760
23403011,B085G99,1220,0.52,4193,21190,135,201,727,725,720,750,765
23403012,B085G99,1220,0.52,4217,21350,135,201,724,725,720,750,765
23403013,B085G99,1220,0.52,4793,24200,135,204,725,725,721,751,766
23403014,B085G99,1220,0.6,4113,23790,135,202,723,725,723,753,770
23403015,B085G99,1220,0.6,4122,23770,135,203,726,725,723,753,770
23403016,B085G99,1220,0.6,4075,23630,133,204,723,725,723,753,769
23403017,B085G99,1220,0.6,3992,23180,135,207,723,725,725,755,774
23403018,B085G99,1220,0.6,3993,23160,135,205,726,725,725,755,773
23403019,B085G99,1220,0.6,4062,23420,135,200,725,725,724,754,771
23403020,B085G99,1220,0.6,4084,23590,135,201,725,725,723,753,769
23403021,B085G99,1220,0.6,4079,23620,135,201,723,725,724,754,770
23403022,B085F97,1220,0.6,3357,19380,126,209,747,780,742,771,790
23403023,B100F55,1000,0.67,2876,15230,107,228,820,824,813,844,863
23403024,B100F55,1000,0.67,3570,18990,135,227,817,825,825,855,879
23403025,B100F55,1000,0.67,3572,18990,135,239,816,813,823,853,876
23403026,B102G55,1115,0.6,3896,20540,106,233,812,800,800,830,845
23403027,B102G55,1115,0.6,3799,20070,135,229,795,781,791,821,836
23403028,B085G99,1220,0.7,3493,23520,134,216,725,725,735,765,782
23403029,B085G99,1220,0.7,3304,22190,135,214,722,725,738,768,789
23403030,B085G99,1220,0.7,3554,23880,135,211,726,725,741,771,792
23403031,B085G99,1220,0.7,3486,23440,135,213,723,725,741,771,792
23403032,B085G99,1220,0.7,3489,23500,135,212,727,725,740,770,790
23403033,B085G99,1220,0.7,3453,23220,135,211,722,725,740,770,791
23403034,B085G99,1250,0.8,2256,17600,120,211,734,747,759,788,809
23403035,B103G55,1000,0.97,2246,17110,127,212,759,750,820,849,868
23403036,B103G55,1000,0.97,2265,17260,135,235,757,750,827,857,873
23403037,B103G55,1000,0.97,2210,16760,127,219,768,796,832,862,876
23403038,B102G55,1025,0.97,2520,19640,110,244,829,825,852,884,909
23403039,B102G55,1025,0.97,2381,18490,110,248,834,825,850,885,909
23403040,B102G55,1025,0.97,2545,19790,111,251,823,825,846,881,902
23403041,B100F55,1080,0.97,2479,20440,110,252,834,837,852,887,912
23403042,B105F55,1115,1.2,2060,21370,89,244,850,850,853,888,915
23403043,B105F55,1115,1.2,2054,21300,90,245,849,850,855,890,919
23403044,B105F55,1115,1.2,2016,20990,90,246,850,850,855,890,920
23403045,B105F55,1115,1.2,2035,21150,92,249,847,850,856,891,922
23403046,B105F55,1115,1.2,2046,21290,92,247,850,850,857,892,923
23403047,B105F55,1115,1.2,2029,20870,84,251,845,838,849,881,905
23403048,B012F55,1228,1.181,1318,14790,40,248,837,826,807,837,853
23403049,B100F55,1340,1.17,1738,21570,54,243,818,825,799,829,848
23403050,B100F55,1300,0.97,1040,16510,66,259,834,826,809,838,861
23413001,B105F55,1445,1.27,1408,20570,75,254,827,825,834,864,880
23413002,B100F55,1450,1.47,900,15700,74,273,820,825,842,872,888
23413004,B100F55,1450,1.47,894,15570,75,270,826,825,842,877,895
23413005,B100F55,1450,1.47,1175,20790,75,265,827,825,839,874,890
23413007,B100F55,1450,1.47,548,20790,73,259,823,825,836,871,888
23413008,B100F55,1450,1.47,832,20820,73,258,825,825,838,873,891
23413009,B100F55,1450,1.47,1104,19540,73,257,825,825,838,873,890
23413010,B100F55,1505,1.47,1160,20200,73,259,824,825,837,872,890
23413011,B100F55,1525,1.47,1310,23050,73,268,821,825,839,874,892
23413012,B100F55,1400,1.47,848,18610,71,262,829,825,839,874,893
23413013,B100F55,1400,1.47,537,18590,70,261,820,825,837,868,885
23413015,B105F55,1445,1.27,1377,20010,75,256,830,825,839,869,888
23413016,B105F55,1445,1.27,1406,20470,75,255,826,825,836,866,883
23413017,B100F55,1340,1.17,1704,21110,76,244,828,825,835,865,880
23413018,B100F55,1340,1.17,1740,21610,78,245,823,825,835,865,881
23413019,B100F55,1465,0.97,2081,23360,89,263,831,825,835,865,881
23413020,B100F55,1465,0.97,2075,23340,98,263,823,825,838,868,884
23413021,B100F55,1465,0.97,2074,23260,106,264,821,825,842,872,890
23413022,B100F55,1465,0.97,2108,23670,108,265,826,825,844,874,893
23413023,B100F55,1500,0.97,1989,22860,108,262,824,825,844,874,892
23413024,B100F55,1500,0.97,2065,23780,105,264,830,825,843,873,891
23413025,B100F55,1500,0.97,2056,23670,108,263,821,825,842,872,888
23413026,B100F55,1500,0.97,2070,23830,108,263,824,825,844,874,892
23413027,B100F55,1500,0.97,2024,23270,108,264,824,825,844,874,893
23413028,B100F55,1500,0.97,2062,23680,108,264,824,825,844,874,894
23413029,B100F55,1500,0.97,2048,23530,108,263,825,825,844,874,893
23413030,B100F55,1500,0.97,1997,22940,108,263,826,825,844,874,893
23413031,B100F55,1340,1.17,1850,22940,96,273,821,825,848,881,901
23413032,B100F55,1340,1.17,1880,23350,97,274,824,825,851,886,907
23413033,B100F55,1340,1.17,1679,20850,97,275,825,825,851,886,907
23413034,B100F55,1340,1.17,1802,22390,97,276,823,825,852,887,909
23413035,B100F55,1340,1.17,1786,22180,97,274,820,815,850,881,902
23413036,B100F55,1300,0.97,1194,11810,100,276,819,785,830,860,875
23413037,B102G55,1500,0.92,661,7080,84,263,813,775,812,842,858
23413040,B102G55,1500,0.92,981,10530,67,260,807,781,804,834,847
23413041,B100F55,1500,0.77,1511,13840,80,254,790,825,773,804,822
23413042,B100F55,1500,0.77,1468,13470,90,257,834,825,805,838,861
23413043,B100F55,1500,0.77,1520,13920,106,256,816,825,811,841,861
23413044,B100F55,1500,0.77,1492,13670,110,255,822,825,815,845,869
23413045,B100F55,1500,0.77,1499,13750,110,256,822,825,815,845,870
23413046,B100F55,1500,0.77,1471,13490,110,256,821,825,815,845,870
23413047,B100F55,1500,0.77,1494,13660,110,256,822,825,815,845,870
23413048,B100F55,1500,0.77,1488,13630,110,255,821,825,815,845,870
23413049,B100F55,1300,0.77,1462,19980,110,254,820,825,815,845,870
23413050,B100F55,1300,0.77,760,20010,110,254,827,825,815,845,870
23413051,B100F55,1300,0.77,1556,19980,110,254,818,825,814,844,867
23413052,B100F55,1300,0.77,858,21380,110,254,823,825,815,845,870
23413053,B100F55,1500,0.77,1476,18300,110,254,823,825,815,845,870
23413054,B100F55,1500,0.77,974,18350,110,254,822,825,815,845,870
23413056,B105F55,1390,0.86,2056,19190,102,242,856,850,847,877,899
23413057,B105F55,1390,0.86,1930,17900,100,246,849,850,847,877,894
23413058,B105F55,1390,0.86,2227,20760,107,265,846,850,848,878,895
23413059,B105F55,1390,0.86,2165,20140,110,246,846,850,852,882,903
23413060,B105F55,1390,0.86,2185,20340,110,247,849,850,853,883,905
23413061,B105F55,1390,0.86,2205,20450,110,247,850,850,852,882,905
23413062,B105F55,1390,0.86,1994,18510,110,248,849,850,853,883,905
23413063,B105F55,1390,0.86,2172,20200,110,269,852,850,852,882,903
23413064,B105F55,1390,0.86,2192,20400,110,270,850,850,851,881,903
23413065,B105F55,1390,0.86,2194,20440,110,267,850,850,851,881,902
23413066,B105F55,1390,0.86,2182,20340,117,249,836,838,852,882,904
23413067,B100F55,1205,0.77,2840,20850,130,273,828,829,845,875,897
23413068,B100F55,1205,0.77,2983,21900,133,275,830,826,846,876,898
23413069,B100F55,1300,0.67,3105,21810,117,262,825,825,819,851,866
23413070,B100F55,1350,0.67,3204,23000,121,260,826,825,822,852,870
23413071,B100F55,1350,0.67,3185,22880,131,259,825,825,829,858,876
23413072,B100F55,1350,0.67,3206,23010,135,258,820,820,827,857,876
23413073,D071F55,1200,0.77,2176,21270,116,260,795,795,810,840,858
23413074,D071F55,1200,0.77,3613,19420,121,249,777,776,783,810,826
23413075,B102G55,1050,0.65,3015,16070,123,247,773,762,778,806,821
23413076,B012F53,1250,0.6,3665,21360,116,240,757,750,747,777,793
23413077,B012F53,1250,0.6,1703,9950,125,233,749,750,745,775,790
23413078,B012F53,1250,0.6,3690,21540,125,233,747,750,747,777,794
23413079,B012F53,1250,0.6,3700,21610,129,230,747,750,750,780,799
23423001,B012F53,1250,0.6,3627,21210,130,229,749,750,751,781,802
23423002,B012F53,1250,0.6,3701,21600,130,233,752,750,749,779,799
23423003,B012F53,1250,0.6,3683,21540,130,233,749,750,749,779,797
23423004,B012F53,1250,0.6,3685,21470,130,233,752,760,750,780,800
23423005,B025F55,1250,0.5,3645,17770,126,238,764,759,750,780,802
23423006,B012F53,1250,0.5,4609,22160,130,235,751,750,742,772,789
23423007,B016F35,1250,0.5,4653,22270,127,235,750,750,740,770,786
23423008,B012F53,1250,0.5,4292,20540,130,235,749,750,741,771,787
23423009,B025F55,1250,0.5,3320,15930,130,235,750,750,741,771,788
23423011,B012F53,1250,0.5,4106,19750,128,235,749,750,741,771,788
23423012,B025F55,1250,0.5,4346,20860,130,235,749,750,742,772,789
23423013,B012F53,1250,0.5,4542,21840,130,225,754,750,740,770,785
23423014,B025F55,1250,0.5,1350,6550,130,225,751,750,738,768,783
23423015,B025F55,1250,0.5,3243,15610,130,224,751,750,738,768,783
23423016,B012F53,1250,0.5,600,2860,130,227,741,750,736,765,782
23423017,B012F53,1250,0.5,900,4310,126,230,746,750,739,769,786
23423018,B012F53,1250,0.5,3064,14670,112,229,754,750,740,770,787
23423019,B012F53,1250,0.5,4596,21990,129,237,750,750,740,770,788
23423020,B012F53,1250,0.5,4588,22010,135,237,748,750,742,772,790
23423021,B012F53,1250,0.5,4606,22170,135,229,749,750,743,773,793
23423022,B025F55,1250,0.5,4638,22480,122,238,751,750,741,771,788
23423023,B025F55,1250,0.5,3669,17960,133,236,747,750,742,772,790
23423024,B025F55,1250,0.5,4505,21940,133,229,749,750,742,772,792
23423025,B016F35,1250,0.5,3649,17790,135,229,749,750,744,774,794
23423026,B025F55,1250,0.5,4597,21410,135,225,751,750,743,773,792
