@relation DATOS_HORNO_ENTRENA

@attribute CODBOB numeric
@attribute CLASACERO {B011F97,B100F55,K011F57,B102G33,B100F33,B085G99,C107G55,D071F55,B085F97,B102G55,B012F53,B105F55,B011B99,D094B33,C115G55,D012G99,C116G55,D012F55,B120G55,C114G55,K011B55,B025F55,B016F35,B013B55,B103G55,B103G33,D032F55,D031B33,B101F55,D094G55,B012F55,B081B99,B014F53,B012B97,X100G99,K021H53,B044H53,N013H53,B042H53,B023H53,K022H53,N017B97,B013C55,B032H53,K021H43,B100B95}
@attribute ANCHO numeric
@attribute ESPESOR numeric
@attribute LARGO numeric
@attribute PESO numeric
@attribute VELMED numeric
@attribute TMPP1 numeric
@attribute TMPP2 numeric
@attribute TMPP2CNG numeric
@attribute THC1 numeric
@attribute THC3 numeric
@attribute THC5 numeric

@data
23423027,B025F55,1250,0.5,4342,20260,135,226,749,750,742,772,791
23423028,B012F53,1250,0.5,4600,21730,129,225,750,750,741,771,790
23423029,B012F53,1250,0.5,4162,19950,135,233,749,750,742,772,790
23423030,B016F35,1250,0.5,4217,20140,135,234,749,750,743,773,792
23423031,B025F55,1250,0.5,4517,21720,128,216,753,750,740,770,787
23423034,B025F55,1250,0.5,3791,18250,102,233,751,750,739,769,785
23423035,B025F55,1250,0.5,4565,21950,135,215,750,750,739,769,786
23423036,B025F55,1250,0.5,4486,21550,135,213,750,750,739,769,785
23433001,B012F53,1250,0.5,1328,6560,126,250,728,750,712,739,758
23433003,B012F53,1250,0.5,2586,12510,71,239,760,750,716,744,762
23433004,B025F55,1250,0.5,4501,21600,95,242,752,750,727,757,773
23433005,B025F55,1250,0.5,4545,21920,95,240,750,750,726,756,773
23433006,B012F53,1250,0.5,4437,21300,109,239,750,750,743,764,776
23433007,B012F53,1250,0.5,4506,21760,98,237,748,750,770,770,770
23433008,B012F53,1250,0.5,4568,22010,103,228,752,750,729,758,775
23433009,B012F53,1250,0.5,4509,21750,105,229,748,750,728,758,775
23433010,B025F55,1250,0.5,4613,22210,115,216,752,750,731,761,778
23433011,B025F55,1250,0.5,4044,19370,130,217,750,750,733,763,778
23433012,B025F55,1250,0.5,4600,22010,129,221,747,750,735,765,782
23433013,B025F55,1250,0.5,2953,14150,124,234,749,750,736,764,782
23433014,B025F55,1250,0.5,4552,21920,96,230,748,746,725,755,775
23433015,B085F97,1070,0.43,4385,16120,102,204,729,730,708,738,754
23433016,B081B99,1070,0.43,3221,11860,130,206,729,730,707,737,755
23433017,B014F53,1250,0.5,3743,18530,130,210,739,747,723,755,774
23433018,B011F97,1250,0.5,914,4500,130,212,751,750,734,764,788
23433019,B011F97,1250,0.5,3454,17060,130,212,750,750,733,763,786
23433020,B012B97,1250,0.5,699,3430,130,209,750,750,733,763,785
23433021,B012B97,1250,0.5,2899,14320,124,208,750,750,732,762,784
23433022,B012B97,1250,0.5,3603,17780,130,209,749,750,732,762,784
23433023,K011B55,1178,0.6,4001,22140,130,214,743,750,736,766,790
23433024,B012F53,1178,0.6,4075,22520,130,215,748,750,745,775,800
23433025,B012F55,1178,0.6,3967,22060,130,212,749,750,745,775,799
23433026,B012F55,1178,0.6,3893,21510,130,215,750,750,744,774,799
23433027,B012B97,1178,0.6,3282,18180,126,212,772,793,771,799,824
23433028,C107G55,1250,0.6,2619,15620,130,226,811,800,803,833,853
23433029,C107G55,1250,0.6,2623,15700,130,225,805,800,818,834,845
23433030,X100G99,1250,0.6,3205,19130,130,237,810,800,836,840,839
23433031,X100G99,1250,0.6,2868,17150,130,233,812,800,799,829,844
23433032,X100G99,1250,0.6,2744,16380,129,230,804,800,792,822,837
23433033,X100G99,1250,0.6,2920,17470,130,229,800,800,790,820,836
23433034,X100G99,1250,0.6,2831,16930,130,229,801,800,790,820,836
23433035,X100G99,1250,0.6,2971,17760,130,226,796,800,792,822,839
23433036,X100G99,1250,0.6,3225,19220,130,224,800,800,793,823,841
23433037,X100G99,1250,0.6,1301,7840,130,229,803,800,791,821,837
23433040,C107G55,1250,0.6,2646,15810,130,229,801,800,788,818,834
23433041,C107G55,1250,0.6,2556,15310,130,229,799,800,787,817,833
23433042,X100G99,1250,0.6,2841,16960,130,229,799,792,785,815,832
23433043,B102G33,1050,0.65,3731,20170,130,220,779,780,780,810,825
23433044,B100F55,950,0.77,2375,13730,110,229,807,825,810,840,862
23433045,B100F55,950,0.77,2258,13080,112,239,828,825,833,862,884
23433046,B100F55,760,0.67,3133,12690,125,250,835,825,836,866,882
23433047,B100F55,760,0.67,3107,12600,130,258,830,825,835,865,880
23433048,B100F55,760,0.67,3120,12640,130,253,826,817,832,862,877
23433049,K021H53,786,0.6,4262,15820,129,233,800,790,803,833,848
23443001,K021H53,786,0.6,3987,14770,130,234,790,780,795,825,840
23443002,K021H53,786,0.6,4075,15120,130,229,790,780,795,825,840
23443003,K021H53,786,0.6,3843,14210,130,228,784,780,789,819,834
23443004,K021H53,786,0.6,4226,15690,130,228,780,780,785,815,831
23443005,K021H53,786,0.6,4018,14890,130,229,779,780,786,816,831
23443006,K021H53,786,0.6,4099,15200,130,229,799,780,804,834,851
23443007,B100F55,760,0.67,3118,12630,124,249,828,825,827,856,875
23443008,B100F55,760,0.67,3127,12690,125,252,833,825,834,864,879
23443009,B100F55,950,0.77,856,4930,125,240,826,825,809,846,859
23443010,B100F55,950,0.77,1412,8180,79,240,818,825,805,840,856
23443011,B100F55,1000,0.67,3631,19340,107,238,827,825,790,841,860
23443012,B100F55,1000,0.67,3501,18700,135,242,826,825,830,864,880
23443013,B100F55,1000,0.67,2650,14170,135,248,826,825,834,864,880
23443015,B100F55,1000,0.67,1671,14180,135,249,824,825,834,864,880
23443016,B100F55,1000,0.67,2566,13730,135,248,827,825,834,864,880
23443017,B100F55,1150,0.67,2782,17262,119,256,821,825,816,852,868
23443018,B102G55,920,0.7,2922,14740,84,244,803,800,778,809,829
23443021,K021H53,925,0.5,1600,5880,71,243,745,750,725,755,779
23443022,K021H53,925,0.5,1603,5870,99,241,763,750,728,758,781
23443023,K021H53,925,0.5,1450,5340,120,228,754,750,745,775,791
23443024,K021H53,925,0.5,1988,7280,121,229,754,750,745,775,791
23443025,B044H53,825,0.5,2000,6560,119,225,755,750,745,775,790
23443026,B044H53,825,0.5,1952,6380,130,224,751,750,745,775,790
23443027,B044H53,825,0.5,1629,5360,130,227,751,750,745,775,790
23443028,K021H53,825,0.5,1640,5370,130,217,750,750,745,775,790
23443029,K021H53,825,0.5,2116,6980,130,218,750,750,745,775,790
23443031,K021H53,825,0.5,2150,7070,130,216,750,750,745,775,790
23443032,K021H53,825,0.5,2227,7300,130,216,750,750,745,775,790
23443033,N013H53,825,0.5,1781,5860,130,222,748,750,745,775,791
23443034,B044H53,825,0.5,1740,5690,130,217,751,750,745,775,791
23443035,B044H53,825,0.5,1666,5470,130,214,750,750,745,775,790
23443036,B042H53,825,0.5,1870,6130,130,218,750,750,745,775,790
23443037,B042H53,825,0.5,1790,5900,130,220,750,750,745,775,790
23443038,B023H53,825,0.5,1069,3510,130,217,752,750,745,775,790
23443039,B023H53,825,0.5,2889,9570,118,218,755,750,745,775,790
23443040,B023H53,825,0.5,1790,5830,120,218,755,750,745,775,790
23443041,B023H53,825,0.5,1773,5810,120,219,755,750,745,775,790
23443042,K022H53,825,0.5,1551,5060,120,220,755,750,745,775,790
23443043,K022H53,825,0.5,2695,8820,120,221,755,752,745,775,790
23443044,K021H53,925,0.5,1419,5200,120,224,765,778,751,781,802
23443045,K021H53,925,0.5,1400,5140,120,227,774,786,760,789,811
23443046,K021H53,925,0.5,1783,6510,116,232,792,793,763,793,815
23443047,B100F55,1087,0.5,5234,22470,109,228,819,821,792,837,838
23443048,C114G55,940,0.67,2050,10140,102,262,827,825,800,831,846
23443049,C114G55,940,0.67,1512,10180,120,260,819,825,800,831,847
23443050,C114G55,940,0.67,2240,11120,125,262,828,825,809,839,860
23443051,C114G55,940,0.67,2480,12320,125,263,825,825,810,840,860
23443053,C114G55,940,0.67,2076,12300,125,263,825,825,810,840,859
23443054,C114G55,940,0.67,2480,12270,125,265,826,825,809,839,858
23443056,C114G55,940,0.67,1730,12680,125,264,832,825,812,842,862
23443057,C114G55,940,0.67,2676,13270,125,267,836,825,821,850,866
23443058,B100F55,1150,0.67,2879,17640,125,267,829,825,826,856,871
23443059,B100F55,1150,0.67,2824,17410,123,258,823,825,825,855,871
23443060,B100F55,1150,0.67,2800,17230,125,258,824,825,827,857,873
23453001,B100F55,1150,0.67,2816,17350,130,258,828,825,838,867,885
23453002,C114G55,1120,0.87,2318,18100,124,270,848,825,849,879,894
23453003,C114G55,1120,0.87,2282,18070,129,261,827,822,843,873,888
23453004,C114G55,1120,0.87,2329,18030,135,259,811,815,837,867,884
23453005,C114G55,1120,0.87,2236,17140,135,261,819,815,842,872,890
23453006,B102G33,1025,0.97,2363,18520,121,272,817,815,850,880,895
23453007,B102G33,1025,0.97,2201,17260,120,273,821,815,859,888,904
23453008,B100F55,950,1.19,2050,18340,105,277,818,820,868,898,913
23453009,B100F55,950,1.19,2056,18390,105,280,824,825,873,903,922
23453010,B100F55,950,1.19,2068,18510,105,282,824,825,874,904,923
23453011,B100F55,950,1.19,2025,18140,105,281,825,825,874,904,923
23453012,B100F55,950,1.19,2057,18410,105,281,825,825,874,904,923
23453013,B100F55,950,1.19,2080,18590,105,284,827,825,874,904,922
23453014,B100F55,950,1.19,2063,18380,105,285,823,825,873,903,921
23453015,B100F55,950,1.19,2057,18440,105,282,824,825,874,904,923
23453016,B100F55,950,1.19,2077,18560,105,285,825,825,874,904,924
23453017,B100F55,950,1.19,2047,18240,105,285,828,825,874,904,923
23453018,B100F55,820,1.47,1087,10290,84,266,826,825,872,902,917
23453019,B100F55,820,1.47,1046,9910,75,265,840,825,871,901,916
23453020,B100F55,820,1.47,1064,10070,81,266,824,825,870,900,916
23453021,B100F55,820,1.47,1022,9710,83,266,823,825,872,902,918
23453022,B100F55,820,1.47,999,9480,83,266,822,825,873,903,920
23453023,B100F55,820,1.47,1068,10130,83,268,825,825,874,904,922
23453024,B100F55,820,1.47,1068,10020,75,268,851,825,872,902,919
23453025,B100F55,820,1.47,840,8960,63,286,859,825,870,900,915
23453026,B100F55,820,1.47,971,9346,81,268,825,825,870,900,915
23453027,B100F55,820,1.47,794,8760,83,284,825,825,870,900,915
23453028,B100F55,820,1.47,955,9000,83,268,821,825,871,901,917
23453029,B100F55,820,1.47,1045,9950,83,287,827,825,871,901,917
23453030,B100F55,820,1.47,1076,10070,83,286,827,825,870,900,915
23453031,B100F55,820,1.47,1058,10000,83,286,828,825,870,900,915
23453032,B100F55,820,1.47,1076,10170,83,271,823,825,871,901,917
23453033,B100F55,820,1.47,1048,9920,80,270,827,825,871,901,917
23453034,B100F55,820,1.47,1066,10070,80,270,825,825,870,900,916
23453035,B100F55,820,1.47,1074,10150,80,268,826,825,870,900,915
23453036,B100F55,820,1.47,1051,9930,80,269,825,825,870,900,915
23453037,B100F55,1000,1.49,1635,19150,80,276,828,828,870,900,916
23453038,B100F55,975,1.95,962,14000,69,264,824,830,872,902,920
23453039,B100F55,975,1.95,942,13730,65,264,824,830,876,906,926
23453040,B100F55,975,1.95,943,13730,67,270,831,827,877,907,932
23453041,B100F55,975,1.95,903,13130,67,271,828,825,873,903,925
23453042,B100F55,975,1.95,933,13610,67,283,828,825,872,902,923
23453043,B100F55,975,1.95,937,13690,67,261,821,827,873,903,923
23453044,B100F55,975,1.95,917,13300,67,257,826,828,875,905,929
23453045,B100F55,975,1.95,909,13230,67,284,830,826,874,904,927
23453046,B100F55,975,1.95,932,13530,67,277,828,826,873,903,923
23453047,B100F55,975,1.95,953,13850,67,260,821,826,873,903,924
23453048,B100F55,975,1.95,702,11780,67,256,827,826,874,904,926
23453049,B100F55,975,1.95,836,12160,67,258,825,826,874,904,926
23453050,B100F55,975,1.95,972,14100,67,257,826,826,874,904,927
23453051,B100F55,975,1.95,937,13700,67,260,823,826,875,905,927
23453052,B100F55,975,1.95,955,13930,67,258,827,826,876,906,929
23453053,B100F55,975,1.95,951,13820,67,259,825,826,876,906,929
23453054,B100F55,975,1.95,970,14070,67,259,827,826,875,905,929
23453055,B100F55,975,1.95,940,13730,67,260,821,826,876,906,930
23453056,B100F55,1000,1.49,1316,15300,88,261,797,802,863,893,910
23453057,B100F55,930,1.17,2096,18220,102,269,814,821,869,899,921
23453058,C114G55,1077,1.17,2176,21660,110,272,831,825,872,902,925
23453059,C114G55,1077,1.17,2141,21440,115,270,825,825,869,899,924
23453060,C114G55,1077,1.17,2056,20570,115,269,825,825,870,900,924
23453061,C114G55,1077,1.17,2094,20770,114,264,822,823,870,900,925
23453062,C114G55,1210,1.17,2062,23140,101,262,821,822,867,897,901
23453063,C114G55,1210,1.17,2079,23330,96,260,822,820,845,847,896
23453064,C114G55,1210,1.17,2151,24080,90,275,828,825,839,869,887
23453065,C114G55,1210,1.17,2123,23760,90,273,827,825,837,867,885
23453066,C114G55,1210,1.17,2164,24200,90,272,825,825,836,866,883
23453067,C114G55,1210,1.17,2183,24430,90,271,832,830,836,866,882
23453068,C114G55,1210,1.17,2153,24170,90,254,822,825,837,867,884
23453069,C114G55,1345,0.97,1824,18700,93,260,841,825,832,862,878
23453070,C114G55,1345,0.97,1835,18790,92,264,843,825,828,858,872
23453071,C114G55,1345,0.97,1788,18320,92,262,841,825,824,854,868
23453072,B100F55,1300,0.97,1277,12640,90,267,824,825,821,851,866
23453073,B100F55,1300,0.97,1218,12070,90,267,830,825,825,855,870
23453074,B100F55,1300,0.97,1224,12090,90,268,832,825,831,860,875
23453075,B100F55,1295,1.17,1894,22850,90,259,816,825,846,874,892
23453076,B100F55,1295,1.17,1877,22600,90,262,827,825,851,881,902
23453077,B105F55,1295,1.17,1784,21430,90,261,827,825,850,880,900
23453078,B100F55,1445,1.27,836,12090,81,239,837,825,848,878,897
23453079,B100F55,1445,1.27,683,9890,74,237,845,825,848,878,897
23453080,B100F55,1445,1.27,1475,21280,70,235,841,825,845,875,890
23453081,B100F55,1400,1.47,818,19990,65,251,822,825,839,869,884
23453082,B100F55,1400,1.47,405,6540,75,250,804,802,840,870,891
23453083,B105F55,1460,1.47,1172,19950,78,269,786,775,823,853,870
23453084,B105F55,1460,1.47,1164,19730,74,267,779,775,818,848,863
23453085,B105F55,1460,1.47,1177,20050,75,265,776,775,815,845,860
23453086,B105F55,1460,1.47,1081,18370,75,263,780,778,815,845,860
23453087,B105F55,1460,1.47,1178,20000,75,263,805,802,828,858,873
23453088,B105F55,1500,1.47,1375,23840,69,250,824,825,843,873,891
23453089,B100F55,1500,1.47,1377,23890,73,267,820,825,848,878,896
23463001,B100F55,1500,1.47,1329,23382,77,268,825,825,846,886,909
23463002,B105F55,1500,1.47,847,14710,79,251,836,825,851,891,912
23463004,B105F55,1500,1.47,1376,23720,52,255,867,825,840,883,900
23463005,B105F55,1500,1.47,1382,24010,72,249,823,825,841,884,902
23463006,B100F55,1505,1.47,1206,20980,76,267,824,825,842,885,905
23463007,B100F55,1505,1.47,1391,24070,75,252,833,825,843,886,906
23463008,B100F55,1505,1.47,1390,24060,75,250,822,825,841,884,902
23463009,B100F55,1505,1.47,1388,24030,77,251,825,825,845,888,909
23463010,B105F55,1525,1.47,1295,22740,77,259,826,825,843,886,906
23463011,B100F55,1525,1.47,1324,23270,76,268,833,825,842,885,904
23463012,B100F55,1525,1.47,1310,23080,73,268,826,825,840,883,901
23463013,B100F55,1525,1.47,1291,22730,77,267,832,825,843,886,904
23463014,B100F55,1525,1.47,1295,22790,75,250,820,825,842,885,903
23463015,B105F55,1525,1.47,1257,22130,76,250,821,825,846,889,911
23463016,B105F55,1445,1.27,1330,19240,86,261,827,825,846,888,911
23463017,B100F55,1445,1.27,1701,24640,90,263,826,825,844,887,908
23463018,B100F55,1340,1.17,1833,22750,95,272,826,825,842,885,905
23463019,B100F55,1340,1.17,1776,22090,97,272,823,829,854,887,906
23463021,B105F55,1200,1.2,1220,13590,46,300,844,850,823,853,874
23463022,B105F55,1200,1.2,2058,22990,72,286,847,850,808,871,893
23463023,B105F55,1335,0.97,2050,20810,89,276,859,850,842,876,904
23463024,B105F55,1335,0.97,2034,20650,97,280,847,852,842,872,899
23463025,B105F55,1335,0.97,2063,20930,102,273,851,855,849,879,911
23463026,B105F55,1335,0.97,2017,20420,105,245,853,852,852,882,919
23463027,B105F55,1335,0.97,2081,21060,106,277,855,851,850,880,915
23463028,B105F55,1335,0.97,2109,21290,108,276,849,852,850,880,914
23463029,B105F55,1335,0.97,2000,20260,109,276,851,853,852,882,918
23463030,B105F55,1335,0.97,2089,21100,109,276,846,840,850,880,915
23463031,B105F55,1465,0.97,1783,19760,113,256,828,829,849,879,913
23463032,B100F55,1465,0.97,2092,23290,115,270,827,825,846,877,911
23463033,B100F55,1465,0.97,2082,23320,119,266,825,825,841,876,914
23463034,B100F55,1465,0.97,2106,23390,112,255,836,835,840,875,913
23463035,B105F55,1390,0.86,2133,19810,108,267,860,850,838,873,910
23463036,B105F55,1390,0.86,2179,20300,117,267,847,852,839,874,913
23463037,B105F55,1390,0.86,2279,21190,120,245,848,853,843,878,920
23463038,B105F55,1390,0.86,2152,20040,120,269,854,853,844,879,922
23463039,B105F55,1390,0.86,2126,19810,121,268,851,853,844,879,921
23463040,B105F55,1390,0.86,2212,20580,122,250,848,853,846,881,926
23463041,B105F55,1390,0.86,2174,20230,123,269,855,850,845,880,924
23463042,B105F55,1390,0.86,2236,20810,124,267,848,850,844,879,923
23463043,B105F55,1390,0.86,2219,20680,125,248,846,850,845,880,927
23463044,B105F55,1390,0.86,2166,20150,125,250,849,850,847,882,929
23463045,B105F55,1390,0.86,2181,20260,125,251,850,850,847,882,930
23463046,B105F55,1390,0.86,2296,21350,125,250,849,850,847,882,930
23463047,B105F55,1390,0.86,1952,18180,124,245,852,850,847,882,929
23463048,B105F55,1390,0.86,2215,20590,125,260,850,850,845,880,925
23463049,B105F55,1390,0.86,2192,20380,120,260,852,850,841,876,920
23463050,B105F55,1390,0.86,2278,21180,113,266,851,848,839,870,909
23463051,B105F55,1390,0.86,2139,19930,98,265,844,833,826,856,884
23463052,B100F55,1500,0.77,1477,13590,99,262,829,825,818,848,866
23463054,B100F55,1500,0.77,1081,10120,97,262,833,825,816,846,861
23463055,B100F55,1500,0.77,1466,13630,88,255,829,825,815,845,860
23463056,B100F55,1500,0.77,1457,13370,97,253,826,825,816,846,861
23463057,B100F55,1465,0.77,1257,11250,90,253,830,825,815,845,860
23463058,B100F55,1465,0.77,1242,11140,92,252,828,825,815,845,860
23463059,B100F55,1500,0.77,1495,18880,95,257,826,825,814,844,859
23463060,B100F55,1500,0.77,659,17310,95,252,825,825,814,844,859
23463061,B100F55,1275,0.67,2789,19020,104,253,817,820,807,837,852
23463062,B100F55,1275,0.67,2852,19440,117,264,828,823,825,855,870
23463063,B100F55,1275,0.67,2813,19130,130,265,824,821,828,858,874
23463064,B100F55,1275,0.67,2846,19450,129,256,820,820,826,856,872
23463065,B100F55,1275,0.67,2796,19100,130,265,820,820,826,856,872
23463066,B100F55,1275,0.67,2164,16330,130,263,820,820,826,856,871
23463067,B100F55,1275,0.67,2556,17440,129,263,812,813,818,848,864
23463068,B100F55,1115,0.6,4242,22370,132,263,802,800,801,831,846
23463069,B100F55,1115,0.6,4195,22120,135,265,799,800,801,831,846
23463070,B100F55,1115,0.6,4186,22080,135,265,799,800,801,831,847
23463071,B100F55,1115,0.6,4180,22020,135,265,800,800,801,831,847
23473001,B100F55,1115,0.6,4396,23200,135,264,799,800,799,829,846
23473002,B100F55,1115,0.6,4202,22140,135,264,799,800,799,829,846
23473003,B100F55,1115,0.6,4167,21990,131,264,799,800,797,827,845
23473004,B014F53,1178,0.6,3191,17760,129,251,797,800,798,828,848
23473005,B014F53,1178,0.6,3320,18450,116,250,797,801,788,821,840
23473006,B100F55,1150,0.67,2823,17380,118,255,827,825,820,850,870
23473007,B100F55,1150,0.67,626,3810,125,262,821,825,810,840,860
23473009,B100F55,1150,0.67,1614,12000,57,266,822,825,802,832,854
23473010,B100F55,1150,0.67,2428,15000,115,261,829,825,812,845,866
23473011,B100F55,1150,0.67,2866,17800,120,259,823,825,818,848,867
23473012,B100F55,1150,0.67,2795,17240,119,258,824,825,818,848,867
23473013,B100F55,1150,0.67,2824,17430,120,258,823,825,818,848,869
23473014,B100F55,1150,0.67,2708,16720,120,257,821,820,816,846,867
23473015,B100F55,1150,0.67,2824,17660,87,256,814,815,793,824,846
23473016,B100F55,1150,0.67,2337,14440,120,258,819,815,813,843,862
23473017,B100F55,1150,0.67,2884,17810,120,255,810,815,809,839,859
23473018,B100F55,1150,0.67,2823,17430,120,255,806,805,805,835,857
23473019,B105F55,1150,0.67,2854,17650,120,256,805,805,804,834,855
23473020,B105F55,1150,0.67,2907,17940,120,255,804,805,805,835,855
23473021,B100F55,1150,0.67,2756,16970,121,258,808,802,804,833,853
23473022,B100F55,1150,0.67,2813,17360,129,253,792,795,803,833,850
23473023,B100F55,1150,0.67,2826,17430,130,253,794,797,806,836,855
23473024,B100F55,1150,0.67,2819,17380,129,252,793,798,803,833,855
23473025,B100F55,1150,0.67,2864,17650,130,252,797,797,804,834,859
23473026,B100F55,1150,0.67,2825,17420,133,252,793,795,805,835,859
23473027,B100F55,1150,0.67,2833,17490,133,252,793,795,805,835,860
23473028,B100F55,1150,0.67,2823,17390,134,252,792,795,805,835,860
23473029,B100F55,1150,0.67,2883,17750,122,254,819,828,822,852,877
23473030,B105F55,1301,0.7,3617,25840,127,249,849,843,845,875,899
23473031,B100F55,1500,0.67,2810,22560,127,255,841,828,840,870,890
23473032,B100F55,1500,0.67,2813,22650,140,259,831,825,840,870,890
23473033,B105F55,1500,0.67,2577,20630,138,253,832,825,840,870,890
23473034,B100F55,1500,0.67,2811,22520,139,252,829,825,840,870,890
23473035,B100F55,1500,0.67,2818,22570,138,261,826,825,836,865,883
23473036,B100F55,1500,0.77,1482,16520,121,259,821,825,829,862,881
23473037,B100F55,1500,0.77,1160,16520,120,257,826,825,830,863,884
23473038,B100F55,1500,0.77,834,16470,110,256,829,825,829,862,882
23473040,B102G33,1410,0.97,2178,23250,69,231,782,776,780,802,815
23473041,C107G55,1318,1.161,1255,15230,53,233,764,774,750,765,801
23473042,B012F55,1250,1.5,1540,22570,75,220,742,770,792,789,848
23473043,B011F97,1225,1.2,1541,17880,81,233,766,761,802,830,855
23473044,N017B97,1225,1.2,1589,18330,82,227,766,760,797,827,844
23473045,B011F97,1162,1.2,2023,22150,82,232,759,760,795,825,840
23473046,B013C55,1162,1.2,1535,16750,82,234,759,760,796,826,842
23473047,B085F97,1075,1.25,1192,12580,82,227,757,760,797,827,844
23473048,B105F55,1254,0.875,1139,9750,84,244,790,760,796,826,842
23473049,K011F57,1004,0.8,1600,9920,103,238,781,760,795,825,840
23473050,K011F57,1004,0.8,1618,10070,110,239,776,760,795,825,840
23473051,B032H53,1004,0.8,2353,14730,110,225,768,760,795,825,840
23473052,N013H53,1004,0.8,2348,14810,110,222,771,774,796,826,842
23473053,B032H53,1004,0.8,2338,14670,108,227,775,775,798,828,845
23473054,B032H53,1004,0.8,2351,14740,110,226,774,775,797,827,844
23473055,B032H53,1004,0.8,2362,14770,100,231,783,775,796,826,843
23473056,N013H53,1004,0.8,2331,14660,94,222,786,775,795,825,840
23473057,N013H53,1004,0.8,2348,14760,100,222,781,775,795,825,840
23473058,N013H53,1004,0.8,2343,14760,92,223,794,798,798,828,845
23473059,N013H53,1004,0.8,1100,6870,69,235,817,825,800,830,854
23473061,N013H53,1004,0.8,849,5360,48,242,808,825,800,830,854
23473062,C114G55,940,0.67,1675,8310,86,276,834,825,802,833,851
23473063,C114G55,940,0.67,1696,8360,102,273,830,825,803,833,851
23483001,C114G55,940,0.67,1770,8750,110,270,825,825,805,835,850
23483002,C114G55,940,0.67,1802,8890,113,269,823,825,805,835,850
23483003,C114G55,940,0.67,1770,8750,130,267,819,825,809,839,857
23483004,C114G55,940,0.67,1773,8750,130,267,822,825,809,839,858
23483005,C114G55,940,0.67,1680,8320,130,267,821,816,807,837,856
23483006,C114G55,940,0.67,1701,8410,130,265,809,812,805,835,854
23483007,B100F55,1115,0.6,4136,21820,119,256,805,810,800,830,848
23483008,B100F55,1300,0.67,610,4210,120,268,804,820,799,830,850
23483011,B100F55,1300,0.67,1542,10910,73,271,825,822,801,833,854
23483013,B100F55,1500,0.77,1254,11540,108,262,819,840,814,840,863
23483017,B105F55,1390,0.86,713,6720,67,275,848,850,823,855,880
23483018,B105F55,1390,0.86,2178,20290,98,258,847,850,839,869,890
23483019,B105F55,1390,0.86,2130,19870,115,273,853,850,854,889,911
23483020,B105F55,1390,0.86,1983,18470,120,248,845,850,852,892,915
23483021,B105F55,1390,0.86,2216,20680,120,247,849,850,855,895,920
23483022,B105F55,1390,0.86,2189,20360,120,249,850,850,855,895,920
23483023,B105F55,1390,0.86,2194,20440,107,251,861,850,852,892,914
23483024,B105F55,1390,0.86,2172,20210,118,249,836,850,849,889,908
23483025,B105F55,1390,0.86,2183,20430,120,251,849,850,854,894,919
23483026,B105F55,1390,0.86,2180,20330,120,250,849,850,855,895,920
23483028,B105F55,1390,0.86,2197,20420,120,261,848,850,854,894,917
23483029,B105F55,1390,0.86,2206,20560,120,260,850,850,854,894,918
23483030,B105F55,1390,0.86,2169,20170,120,270,850,850,854,894,917
23483031,B105F55,1390,0.86,2155,20100,120,269,848,843,853,893,917
23483032,B100F55,1500,0.77,1468,13400,123,258,841,826,843,882,897
23483033,B100F55,1500,0.77,641,19360,88,264,837,825,835,865,880
23483034,B100F55,1500,0.97,2033,23370,101,266,829,830,836,866,884
23483035,B100F55,1300,0.97,1168,11590,83,274,823,825,821,849,866
23483036,C114G55,1210,1.17,2148,24000,89,258,825,825,843,873,891
23483038,C114G55,1077,1.17,1935,19240,100,263,805,798,843,873,888
23483039,B100F55,930,1.17,900,7850,100,266,792,804,829,859,878
23483040,B100F55,930,1.17,859,7440,90,267,799,804,829,859,878
23483041,B100F55,950,1.19,2044,18240,86,272,823,825,844,874,898
23483042,B100F55,950,1.19,2136,18950,90,273,826,825,849,879,903
23483043,B100F55,950,1.19,2055,18270,90,284,826,825,848,878,900
23483044,B100F55,950,1.19,2112,18700,92,274,826,825,852,882,904
23483045,B100F55,950,1.19,2090,18610,83,279,830,825,847,876,894
23483046,B100F55,820,1.47,1085,10250,73,263,821,827,848,878,894
23483047,B100F55,820,1.47,1073,10160,70,262,821,827,847,877,898
23483048,B100F55,820,1.47,1067,10050,69,262,829,825,848,878,899
23483049,B100F55,1000,1.49,1732,20210,66,267,822,825,844,874,892
23483050,B100F55,1000,1.49,1693,19780,70,269,824,825,846,876,897
23483051,X100G99,1255,1.461,959,13660,72,241,818,825,848,878,905
23483052,B100F55,1400,1.47,828,15560,68,236,821,835,850,880,734
23483053,B100F55,1400,1.47,654,10510,54,239,859,850,851,883,829
23483054,D031B33,1510,1.47,1093,19010,60,259,855,835,842,876,892
23483055,B100F55,1505,1.47,1360,23620,60,251,834,825,826,856,884
23483056,B105F55,1525,1.47,1304,22930,64,257,822,825,821,856,886
23483057,B105F55,1525,1.47,1296,22860,67,258,821,825,824,859,886
23483058,B105F55,1525,1.47,1177,20800,66,271,827,825,835,865,889
23483059,B105F55,1445,1.27,1333,19360,70,270,829,825,827,858,875
23483060,B105F55,1445,1.27,1366,19880,72,254,823,825,830,860,877
23483061,B105F55,1445,1.27,1365,19850,72,254,824,825,833,863,880
23483062,B100F55,1445,1.27,1689,24360,73,270,826,825,833,863,880
23483063,B100F55,1445,1.27,1669,24060,73,270,826,825,833,863,879
23483064,B100F55,1445,1.27,1681,24220,74,270,826,825,836,866,881
